gen_model,task_type,quality_class,decile,segments,behavior,positive_segments,prevalence,signature_family,dominance_share,behavior_label,abbreviation
qwen35_4b,moral,all,2,6195,subgoal,927,0.149636803874092,cognitive,0.6727140783744557,Subgoal setting,S
qwen35_4b,moral,all,3,6148,subgoal,885,0.14394925178919973,cognitive,0.5807086614173228,Subgoal setting,S
qwen35_4b,moral,all,4,6108,subgoal,886,0.14505566470203013,cognitive,0.5276950565812983,Subgoal setting,S
qwen35_4b,moral,all,5,6233,subgoal,915,0.1467992940798973,cognitive,0.505524861878453,Subgoal setting,S
qwen35_4b,moral,all,6,6193,subgoal,838,0.1353140642661069,cognitive,0.44669509594882734,Subgoal setting,S
qwen35_4b,moral,all,7,6150,subgoal,811,0.131869918699187,cognitive,0.4480662983425414,Subgoal setting,S
qwen35_4b,moral,all,8,6194,subgoal,850,0.13722957701000968,cognitive,0.48460661345496003,Subgoal setting,S
qwen35_4b,moral,all,9,6396,subgoal,1051,0.16432145090681677,cognitive,0.5715062533985862,Subgoal setting,S
qwen35_4b,moral,all,0,6353,Perspective_Shift,1192,0.18762789233433025,conversational,0.7142001198322349,Perspective shift,P
qwen35_4b,moral,all,1,6149,Perspective_Shift,1722,0.2800455358594893,conversational,0.5847198641765705,Perspective shift,P
qwen35_4b,moral,all,2,6195,Perspective_Shift,1538,0.24826472962066182,conversational,0.5210027100271002,Perspective shift,P
qwen35_4b,moral,all,3,6148,Perspective_Shift,1352,0.2199089134677944,conversational,0.4763918252290345,Perspective shift,P
qwen35_4b,moral,all,4,6108,Perspective_Shift,1269,0.20776031434184675,conversational,0.44139130434782603,Perspective shift,P
qwen35_4b,moral,all,5,6233,Perspective_Shift,1132,0.181613990052944,conversational,0.41103848946986205,Perspective shift,P
qwen35_4b,moral,all,6,6193,Perspective_Shift,1054,0.17019215243016309,conversational,0.3905150055576139,Perspective shift,P
qwen35_4b,moral,all,7,6150,Perspective_Shift,1044,0.16975609756097562,conversational,0.38227755400952035,Perspective shift,P
qwen35_4b,moral,all,8,6194,Perspective_Shift,1009,0.1628995802389409,conversational,0.3895752895752896,Perspective shift,P
qwen35_4b,moral,all,9,6396,Perspective_Shift,1048,0.16385240775484677,conversational,0.4270578647106764,Perspective shift,P
qwen35_4b,moral,high,0,3184,subgoal,506,0.15891959798994976,cognitive,0.928440366972477,Subgoal setting,S
qwen35_4b,moral,high,1,3079,subgoal,423,0.13738226696979539,cognitive,0.7775735294117647,Subgoal setting,S
qwen35_4b,moral,high,2,3102,subgoal,457,0.147324306898775,cognitive,0.67603550295858,Subgoal setting,S
qwen35_4b,moral,high,3,3077,subgoal,431,0.1400714982125447,cognitive,0.592032967032967,Subgoal setting,S
qwen35_4b,moral,high,4,3063,subgoal,423,0.13809990205680706,cognitive,0.55078125,Subgoal setting,S
qwen35_4b,moral,high,5,3118,subgoal,452,0.14496472097498397,cognitive,0.5078651685393258,Subgoal setting,S
qwen35_4b,moral,high,6,3106,subgoal,390,0.12556342562781714,cognitive,0.43429844097995546,Subgoal setting,S
qwen35_4b,moral,high,7,3073,subgoal,369,0.12007809957696063,cognitive,0.43514150943396235,Subgoal setting,S
qwen35_4b,moral,high,8,3108,subgoal,415,0.13352638352638352,cognitive,0.4899645808736718,Subgoal setting,S
qwen35_4b,moral,high,9,3207,subgoal,553,0.17243529778609293,cognitive,0.6090308370044053,Subgoal setting,S
qwen35_4b,moral,high,0,3184,Perspective_Shift,603,0.18938442211055276,conversational,0.7230215827338129,Perspective shift,P
qwen35_4b,moral,high,1,3079,Perspective_Shift,862,0.2799610263072426,conversational,0.5965397923875432,Perspective shift,P
qwen35_4b,moral,high,2,3102,Perspective_Shift,752,0.24242424242424243,conversational,0.5154215215901302,Perspective shift,P
qwen35_4b,moral,high,3,3077,Perspective_Shift,722,0.2346441338966526,conversational,0.4928327645051195,Perspective shift,P
qwen35_4b,moral,high,4,3063,Perspective_Shift,652,0.2128632060071825,conversational,0.45562543675751227,Perspective shift,P
qwen35_4b,moral,high,5,3118,Perspective_Shift,590,0.1892238614496472,conversational,0.4232424677187948,Perspective shift,P
qwen35_4b,moral,high,6,3106,Perspective_Shift,558,0.17965228589826143,conversational,0.4099926524614254,Perspective shift,P
qwen35_4b,moral,high,7,3073,Perspective_Shift,542,0.176374877969411,conversational,0.389647735442128,Perspective shift,P
qwen35_4b,moral,high,8,3108,Perspective_Shift,512,0.16473616473616473,conversational,0.4044233807266983,Perspective shift,P
qwen35_4b,moral,high,9,3207,Perspective_Shift,552,0.17212347988774557,conversational,0.4444444444444444,Perspective shift,P
qwen35_4b,moral,low,0,3169,subgoal,522,0.16472073209214264,cognitive,0.9157894736842105,Subgoal setting,S
qwen35_4b,moral,low,1,3070,subgoal,412,0.13420195439739413,cognitive,0.7518248175182483,Subgoal setting,S
qwen35_4b,moral,low,2,3093,subgoal,470,0.15195602974458455,cognitive,0.6695156695156695,Subgoal setting,S
qwen35_4b,moral,low,3,3071,subgoal,454,0.14783458156952134,cognitive,0.5703517587939699,Subgoal setting,S
qwen35_4b,moral,low,4,3045,subgoal,463,0.15205254515599342,cognitive,0.5082327113062568,Subgoal setting,S
qwen35_4b,moral,low,5,3115,subgoal,463,0.14863563402889246,cognitive,0.5032608695652173,Subgoal setting,S
qwen35_4b,moral,low,6,3087,subgoal,448,0.14512471655328799,cognitive,0.458077709611452,Subgoal setting,S
qwen35_4b,moral,low,7,3077,subgoal,442,0.143646408839779,cognitive,0.4594594594594595,Subgoal setting,S
qwen35_4b,moral,low,8,3086,subgoal,435,0.14095917044718081,cognitive,0.4796030871003307,Subgoal setting,S
qwen35_4b,moral,low,9,3189,subgoal,498,0.1561618062088429,cognitive,0.5349087003222341,Subgoal setting,S
qwen35_4b,moral,low,0,3169,Perspective_Shift,589,0.18586304828021458,conversational,0.7053892215568862,Perspective shift,P
qwen35_4b,moral,low,1,3070,Perspective_Shift,860,0.28013029315960913,conversational,0.5733333333333334,Perspective shift,P
qwen35_4b,moral,low,2,3093,Perspective_Shift,786,0.2541222114451988,conversational,0.5264567983924983,Perspective shift,P
qwen35_4b,moral,low,3,3071,Perspective_Shift,630,0.20514490394008467,conversational,0.45884923525127463,Perspective shift,P
qwen35_4b,moral,low,4,3045,Perspective_Shift,617,0.20262725779967158,conversational,0.42728531855955676,Perspective shift,P
qwen35_4b,moral,low,5,3115,Perspective_Shift,542,0.17399678972712682,conversational,0.3985294117647059,Perspective shift,P
qwen35_4b,moral,low,6,3087,Perspective_Shift,496,0.16067379332685455,conversational,0.3707025411061286,Perspective shift,P
qwen35_4b,moral,low,7,3077,Perspective_Shift,502,0.1631459213519662,conversational,0.3746268656716418,Perspective shift,P
qwen35_4b,moral,low,8,3086,Perspective_Shift,497,0.161049902786779,conversational,0.37537764350453173,Perspective shift,P
qwen35_4b,moral,low,9,3189,Perspective_Shift,496,0.15553465036061462,conversational,0.40924092409240925,Perspective shift,P
qwen35_4b,planning,all,0,31684,verification,3740,0.11804065143289989,cognitive,0.6428325885183912,Verification,V
qwen35_4b,planning,all,1,31450,verification,6029,0.19170111287758346,cognitive,0.7868702688593057,Verification,V
qwen35_4b,planning,all,2,31486,verification,6494,0.20625039700184208,cognitive,0.8269451165159812,Verification,V
qwen35_4b,planning,all,3,31444,verification,6620,0.21053301106729425,cognitive,0.8325996729971072,Verification,V
qwen35_4b,planning,all,4,31407,verification,6553,0.20864775368548413,cognitive,0.8419632532442503,Verification,V
qwen35_4b,planning,all,5,31554,verification,7038,0.22304620650313747,cognitive,0.8674966103784051,Verification,V
qwen35_4b,planning,all,6,31485,verification,7180,0.22804510084167065,cognitive,0.8629807692307693,Verification,V
qwen35_4b,planning,all,7,31445,verification,7107,0.22601367467005884,cognitive,0.8638628904825574,Verification,V
qwen35_4b,planning,all,8,31491,verification,7517,0.23870312152678544,cognitive,0.8678134380050797,Verification,V
qwen35_4b,planning,all,9,31731,verification,8247,0.2599035643377139,cognitive,0.8768740031897926,Verification,V
qwen35_4b,planning,all,0,31684,Perspective_Shift,3458,0.1091402600681732,conversational,0.39170820117806976,Perspective shift,P
qwen35_4b,planning,all,1,31450,Question_and_Answering,4762,0.15141494435612082,conversational,0.452059996202772,Question–answer,Q
qwen35_4b,planning,all,2,31486,Question_and_Answering,4773,0.1515911833830909,conversational,0.43581081081081086,Question–answer,Q
qwen35_4b,planning,all,3,31444,Question_and_Answering,4886,0.1553873552983081,conversational,0.4259065550906555,Question–answer,Q
qwen35_4b,planning,all,4,31407,Question_and_Answering,4736,0.15079440888973797,conversational,0.420305289314874,Question–answer,Q
qwen35_4b,planning,all,5,31554,Question_and_Answering,4793,0.1518983330164163,conversational,0.4090986684875384,Question–answer,Q
qwen35_4b,planning,all,6,31485,Question_and_Answering,4748,0.15080196919167857,conversational,0.4053269591941267,Question–answer,Q
qwen35_4b,planning,all,7,31445,Question_and_Answering,4497,0.14301160756877088,conversational,0.39821128132471445,Question–answer,Q
qwen35_4b,planning,all,8,31491,Question_and_Answering,4384,0.13921437871137785,conversational,0.3942800611565788,Question–answer,Q
qwen35_4b,planning,all,9,31731,Question_and_Answering,4099,0.1291796665721219,conversational,0.3857519292301901,Question–answer,Q
qwen35_4b,planning,high,0,24632,verification,2947,0.11964111724585905,cognitive,0.6413492927094667,Verification,V
qwen35_4b,planning,high,1,24440,verification,4695,0.19210310965630115,cognitive,0.7734761120263591,Verification,V
qwen35_4b,planning,high,2,24466,verification,5067,0.2071037357966157,cognitive,0.8195050946142649,Verification,V
qwen35_4b,planning,high,3,24437,verification,5230,0.2140197241887302,cognitive,0.8251814452508678,Verification,V
qwen35_4b,planning,high,4,24408,verification,5107,0.20923467715503113,cognitive,0.8313527592381573,Verification,V
qwen35_4b,planning,high,5,24522,verification,5627,0.22946741701329418,cognitive,0.8596089214787656,Verification,V
qwen35_4b,planning,high,6,24473,verification,5617,0.22951824459608547,cognitive,0.8553372925232221,Verification,V
qwen35_4b,planning,high,7,24430,verification,5656,0.23151862464183381,cognitive,0.8558026932970193,Verification,V
qwen35_4b,planning,high,8,24476,verification,5884,0.24039875796698806,cognitive,0.8598567879584976,Verification,V
qwen35_4b,planning,high,9,24672,verification,6481,0.26268644617380027,cognitive,0.8681848626925652,Verification,V
qwen35_4b,planning,high,0,24632,Perspective_Shift,2744,0.11139980513153622,conversational,0.4048391856004721,Perspective shift,P
qwen35_4b,planning,high,1,24440,Question_and_Answering,3645,0.14914075286415712,conversational,0.43804831150102147,Question–answer,Q
qwen35_4b,planning,high,2,24466,Question_and_Answering,3711,0.15167988228562085,conversational,0.4292158223455933,Question–answer,Q
qwen35_4b,planning,high,3,24437,Question_and_Answering,3897,0.1594712935303024,conversational,0.42678786551308723,Question–answer,Q
qwen35_4b,planning,high,4,24408,Question_and_Answering,3770,0.15445755490003277,conversational,0.42618132489260685,Question–answer,Q
qwen35_4b,planning,high,5,24522,Question_and_Answering,3897,0.15891852214338145,conversational,0.4186721100128921,Question–answer,Q
qwen35_4b,planning,high,6,24473,Question_and_Answering,3791,0.15490540595758592,conversational,0.4129179827905457,Question–answer,Q
qwen35_4b,planning,high,7,24430,Question_and_Answering,3690,0.15104379860826853,conversational,0.4138627187079408,Question–answer,Q
qwen35_4b,planning,high,8,24476,Question_and_Answering,3565,0.1456528844582448,conversational,0.40682414698162733,Question–answer,Q
qwen35_4b,planning,high,9,24672,Question_and_Answering,3392,0.13748378728923477,conversational,0.402181645719706,Question–answer,Q
qwen35_4b,planning,incomplete,0,546,verification,81,0.14835164835164835,cognitive,0.5625,Verification,V
qwen35_4b,planning,incomplete,1,543,verification,105,0.19337016574585636,cognitive,0.8750000000000001,Verification,V
qwen35_4b,planning,incomplete,2,545,verification,112,0.20550458715596331,cognitive,0.9032258064516129,Verification,V
qwen35_4b,planning,incomplete,3,542,verification,91,0.16789667896678967,cognitive,0.7583333333333333,Verification,V
qwen35_4b,planning,incomplete,4,543,verification,124,0.2283609576427256,cognitive,0.9185185185185185,Verification,V
qwen35_4b,planning,incomplete,5,544,verification,76,0.13970588235294118,cognitive,0.7835051546391752,Verification,V
qwen35_4b,planning,incomplete,6,543,verification,77,0.141804788213628,cognitive,0.8191489361702128,Verification,V
qwen35_4b,planning,incomplete,7,544,verification,105,0.19301470588235295,cognitive,0.9375,Verification,V
qwen35_4b,planning,incomplete,8,544,verification,145,0.2665441176470588,cognitive,0.9415584415584416,Verification,V
qwen35_4b,planning,incomplete,9,546,verification,94,0.17216117216117216,cognitive,0.912621359223301,Verification,V
qwen35_4b,planning,incomplete,0,546,Question_and_Answering,71,0.13003663003663005,conversational,0.40804597701149425,Question–answer,Q
qwen35_4b,planning,incomplete,1,543,Question_and_Answering,82,0.15101289134438306,conversational,0.5324675324675325,Question–answer,Q
qwen35_4b,planning,incomplete,2,545,Question_and_Answering,72,0.13211009174311927,conversational,0.46153846153846156,Question–answer,Q
qwen35_4b,planning,incomplete,3,542,Question_and_Answering,50,0.09225092250922509,conversational,0.4065040650406504,Question–answer,Q
qwen35_4b,planning,incomplete,4,543,Perspective_Shift,58,0.10681399631675875,conversational,0.3473053892215569,Perspective shift,P
qwen35_4b,planning,incomplete,5,544,Perspective_Shift,55,0.10110294117647059,conversational,0.4198473282442748,Perspective shift,P
qwen35_4b,planning,incomplete,6,543,Perspective_Shift,45,0.08287292817679558,conversational,0.3813559322033898,Perspective shift,P
qwen35_4b,planning,incomplete,7,544,Perspective_Shift,34,0.0625,conversational,0.45945945945945943,Perspective shift,P
qwen35_4b,planning,incomplete,8,544,Perspective_Shift,36,0.0661764705882353,conversational,0.3636363636363636,Perspective shift,P
qwen35_4b,planning,incomplete,9,546,Perspective_Shift,52,0.09523809523809523,conversational,0.46017699115044247,Perspective shift,P
qwen35_4b,planning,low,0,5402,verification,600,0.11106997408367271,cognitive,0.6666666666666666,Verification,V
qwen35_4b,planning,low,1,5368,verification,991,0.18461251862891206,cognitive,0.8398305084745763,Verification,V
qwen35_4b,planning,low,2,5375,verification,1087,0.2022325581395349,cognitive,0.8565799842395587,Verification,V
qwen35_4b,planning,low,3,5368,verification,1029,0.19169150521609538,cognitive,0.8676222596964587,Verification,V
qwen35_4b,planning,low,4,5360,verification,1052,0.1962686567164179,cognitive,0.8752079866888519,Verification,V
qwen35_4b,planning,low,5,5385,verification,1076,0.1998142989786444,cognitive,0.9019279128248113,Verification,V
qwen35_4b,planning,low,6,5372,verification,1187,0.22096053611317945,cognitive,0.8884730538922155,Verification,V
qwen35_4b,planning,low,7,5371,verification,1100,0.2048035747533048,cognitive,0.8835341365461847,Verification,V
qwen35_4b,planning,low,8,5372,verification,1218,0.22673119880863737,cognitive,0.9002217294900222,Verification,V
qwen35_4b,planning,low,9,5406,verification,1383,0.255826859045505,cognitive,0.9062909567496724,Verification,V
qwen35_4b,planning,low,0,5402,Question_and_Answering,662,0.12254720473898556,conversational,0.421656050955414,Question–answer,Q
qwen35_4b,planning,low,1,5368,Question_and_Answering,850,0.1583457526080477,conversational,0.5020673360897814,Question–answer,Q
qwen35_4b,planning,low,2,5375,Question_and_Answering,808,0.15032558139534885,conversational,0.4622425629290618,Question–answer,Q
qwen35_4b,planning,low,3,5368,Question_and_Answering,765,0.14251117734724292,conversational,0.41826134499726625,Question–answer,Q
qwen35_4b,planning,low,4,5360,Question_and_Answering,733,0.13675373134328359,conversational,0.4029686641011545,Question–answer,Q
qwen35_4b,planning,low,5,5385,Perspective_Shift,721,0.1338904363974002,conversational,0.3907859078590786,Perspective shift,P
qwen35_4b,planning,low,6,5372,Perspective_Shift,800,0.14892032762472077,conversational,0.39254170755642787,Perspective shift,P
qwen35_4b,planning,low,7,5371,Perspective_Shift,789,0.1469000186185068,conversational,0.4062821833161689,Perspective shift,P
qwen35_4b,planning,low,8,5372,Perspective_Shift,762,0.14184661206254653,conversational,0.39400206825232675,Perspective shift,P
qwen35_4b,planning,low,9,5406,Perspective_Shift,684,0.12652608213096558,conversational,0.3990665110851809,Perspective shift,P
qwen35_4b,safety,all,0,2486,subgoal,623,0.250603378921963,cognitive,0.9629057187017,Subgoal setting,S
qwen35_4b,safety,all,1,2344,subgoal,402,0.17150170648464164,cognitive,0.6432,Subgoal setting,S
qwen35_4b,safety,all,2,2377,subgoal,434,0.1825830879259571,cognitive,0.5643693107932379,Subgoal setting,S
qwen35_4b,safety,all,3,2341,subgoal,350,0.149508756941478,cognitive,0.46604527296937415,Subgoal setting,S
qwen35_4b,safety,all,4,2312,subgoal,365,0.1578719723183391,cognitive,0.5259365994236311,Subgoal setting,S
qwen35_4b,safety,all,5,2399,verification,315,0.13130471029595664,cognitive,0.44744318181818177,Verification,V
qwen35_4b,safety,all,6,2371,verification,315,0.13285533530156052,cognitive,0.46874999999999994,Verification,V
qwen35_4b,safety,all,7,2347,subgoal,266,0.11333617383894333,cognitive,0.4500846023688663,Subgoal setting,S
qwen35_4b,safety,all,8,2374,subgoal,280,0.11794439764111204,cognitive,0.45901639344262296,Subgoal setting,S
qwen35_4b,safety,all,9,2513,verification,330,0.13131715081575807,cognitive,0.5331179321486268,Verification,V
qwen35_4b,safety,all,0,2486,Perspective_Shift,369,0.14843121480289623,conversational,0.8405466970387243,Perspective shift,P
qwen35_4b,safety,all,1,2344,Perspective_Shift,487,0.20776450511945393,conversational,0.6849507735583685,Perspective shift,P
qwen35_4b,safety,all,2,2377,Perspective_Shift,458,0.19267984854859066,conversational,0.5571776155717761,Perspective shift,P
qwen35_4b,safety,all,3,2341,Perspective_Shift,376,0.16061512174284495,conversational,0.45965770171149145,Perspective shift,P
qwen35_4b,safety,all,4,2312,Perspective_Shift,396,0.17128027681660898,conversational,0.48351648351648346,Perspective shift,P
qwen35_4b,safety,all,5,2399,Perspective_Shift,392,0.16340141725719048,conversational,0.45213379469434833,Perspective shift,P
qwen35_4b,safety,all,6,2371,Perspective_Shift,367,0.1547870097005483,conversational,0.42135476463834676,Perspective shift,P
qwen35_4b,safety,all,7,2347,Perspective_Shift,345,0.1469961653174265,conversational,0.4126794258373206,Perspective shift,P
qwen35_4b,safety,all,8,2374,Perspective_Shift,371,0.15627632687447346,conversational,0.47141041931385,Perspective shift,P
qwen35_4b,safety,all,9,2513,Perspective_Shift,351,0.13967369677676084,conversational,0.41686460807600945,Perspective shift,P
qwen35_4b,safety,high,0,2486,subgoal,623,0.250603378921963,cognitive,0.9629057187017,Subgoal setting,S
qwen35_4b,safety,high,1,2344,subgoal,402,0.17150170648464164,cognitive,0.6432,Subgoal setting,S
qwen35_4b,safety,high,2,2377,subgoal,434,0.1825830879259571,cognitive,0.5643693107932379,Subgoal setting,S
qwen35_4b,safety,high,3,2341,subgoal,350,0.149508756941478,cognitive,0.46604527296937415,Subgoal setting,S
qwen35_4b,safety,high,4,2312,subgoal,365,0.1578719723183391,cognitive,0.5259365994236311,Subgoal setting,S
qwen35_4b,safety,high,5,2399,verification,315,0.13130471029595664,cognitive,0.44744318181818177,Verification,V
qwen35_4b,safety,high,6,2371,verification,315,0.13285533530156052,cognitive,0.46874999999999994,Verification,V
qwen35_4b,safety,high,7,2347,subgoal,266,0.11333617383894333,cognitive,0.4500846023688663,Subgoal setting,S
qwen35_4b,safety,high,8,2374,subgoal,280,0.11794439764111204,cognitive,0.45901639344262296,Subgoal setting,S
qwen35_4b,safety,high,9,2513,verification,330,0.13131715081575807,cognitive,0.5331179321486268,Verification,V
qwen35_4b,safety,high,0,2486,Perspective_Shift,369,0.14843121480289623,conversational,0.8405466970387243,Perspective shift,P
qwen35_4b,safety,high,1,2344,Perspective_Shift,487,0.20776450511945393,conversational,0.6849507735583685,Perspective shift,P
qwen35_4b,safety,high,2,2377,Perspective_Shift,458,0.19267984854859066,conversational,0.5571776155717761,Perspective shift,P
qwen35_4b,safety,high,3,2341,Perspective_Shift,376,0.16061512174284495,conversational,0.45965770171149145,Perspective shift,P
qwen35_4b,safety,high,4,2312,Perspective_Shift,396,0.17128027681660898,conversational,0.48351648351648346,Perspective shift,P
qwen35_4b,safety,high,5,2399,Perspective_Shift,392,0.16340141725719048,conversational,0.45213379469434833,Perspective shift,P
qwen35_4b,safety,high,6,2371,Perspective_Shift,367,0.1547870097005483,conversational,0.42135476463834676,Perspective shift,P
qwen35_4b,safety,high,7,2347,Perspective_Shift,345,0.1469961653174265,conversational,0.4126794258373206,Perspective shift,P
qwen35_4b,safety,high,8,2374,Perspective_Shift,371,0.15627632687447346,conversational,0.47141041931385,Perspective shift,P
qwen35_4b,safety,high,9,2513,Perspective_Shift,351,0.13967369677676084,conversational,0.41686460807600945,Perspective shift,P
qwen35_4b,security,all,0,5949,subgoal,589,0.09900823667843335,cognitive,0.4663499604117181,Subgoal setting,S
qwen35_4b,security,all,1,5864,verification,646,0.1101637107776262,cognitive,0.5737122557726466,Verification,V
qwen35_4b,security,all,2,5885,verification,718,0.12200509770603228,cognitive,0.6605335786568537,Verification,V
qwen35_4b,security,all,3,5858,verification,827,0.14117446227381358,cognitive,0.7038297872340425,Verification,V
qwen35_4b,security,all,4,5854,verification,872,0.14895797745131534,cognitive,0.7452991452991453,Verification,V
qwen35_4b,security,all,5,5898,verification,863,0.14632078670735843,cognitive,0.7319762510602206,Verification,V
qwen35_4b,security,all,6,5876,verification,887,0.15095302927161333,cognitive,0.7441275167785234,Verification,V
qwen35_4b,security,all,7,5867,verification,948,0.16158172831089143,cognitive,0.755378486055777,Verification,V
qwen35_4b,security,all,8,5882,verification,821,0.13957837470248216,cognitive,0.7450090744101633,Verification,V
qwen35_4b,security,all,9,5975,verification,978,0.16368200836820085,cognitive,0.806930693069307,Verification,V
qwen35_4b,security,all,0,5949,Perspective_Shift,1077,0.1810388300554715,conversational,0.5689381933438985,Perspective shift,P
qwen35_4b,security,all,1,5864,Perspective_Shift,1114,0.18997271487039563,conversational,0.4896703296703297,Perspective shift,P
qwen35_4b,security,all,2,5885,Perspective_Shift,1055,0.17926932880203908,conversational,0.47501125619090495,Perspective shift,P
qwen35_4b,security,all,3,5858,Perspective_Shift,992,0.1693410720382383,conversational,0.428694900605013,Perspective shift,P
qwen35_4b,security,all,4,5854,Perspective_Shift,984,0.16809019473864026,conversational,0.4254215304798962,Perspective shift,P
qwen35_4b,security,all,5,5898,Perspective_Shift,1022,0.17327907765344183,conversational,0.4267223382045929,Perspective shift,P
qwen35_4b,security,all,6,5876,Perspective_Shift,897,0.15265486725663716,conversational,0.376890756302521,Perspective shift,P
qwen35_4b,security,all,7,5867,Perspective_Shift,871,0.1484574740071587,conversational,0.384377758164166,Perspective shift,P
qwen35_4b,security,all,8,5882,Perspective_Shift,880,0.14960897653859231,conversational,0.411214953271028,Perspective shift,P
qwen35_4b,security,all,9,5975,Perspective_Shift,778,0.1302092050209205,conversational,0.37895762299074526,Perspective shift,P
qwen35_4b,security,high,0,4001,subgoal,412,0.10297425643589103,cognitive,0.4703196347031964,Subgoal setting,S
qwen35_4b,security,high,1,3941,verification,499,0.12661760974371986,cognitive,0.5954653937947494,Verification,V
qwen35_4b,security,high,2,3954,verification,513,0.12974203338391502,cognitive,0.6758893280632411,Verification,V
qwen35_4b,security,high,3,3938,verification,645,0.16378872524123922,cognitive,0.7142857142857143,Verification,V
qwen35_4b,security,high,4,3932,verification,656,0.16683621566632756,cognitive,0.7583815028901734,Verification,V
qwen35_4b,security,high,5,3965,verification,661,0.16670870113493064,cognitive,0.7271727172717272,Verification,V
qwen35_4b,security,high,6,3951,verification,676,0.17109592508225765,cognitive,0.7396061269146608,Verification,V
qwen35_4b,security,high,7,3941,verification,682,0.17305252473991373,cognitive,0.7453551912568306,Verification,V
qwen35_4b,security,high,8,3954,verification,620,0.15680323722812342,cognitive,0.7515151515151516,Verification,V
qwen35_4b,security,high,9,4020,verification,725,0.18034825870646767,cognitive,0.8109619686800895,Verification,V
qwen35_4b,security,high,0,4001,Perspective_Shift,678,0.16945763559110222,conversational,0.5571076417419885,Perspective shift,P
qwen35_4b,security,high,1,3941,Perspective_Shift,695,0.17635117990357776,conversational,0.4708672086720867,Perspective shift,P
qwen35_4b,security,high,2,3954,Perspective_Shift,645,0.1631259484066768,conversational,0.46604046242774566,Perspective shift,P
qwen35_4b,security,high,3,3938,Perspective_Shift,633,0.1607414931437278,conversational,0.41865079365079366,Perspective shift,P
qwen35_4b,security,high,4,3932,Perspective_Shift,633,0.16098677517802645,conversational,0.4091790562378798,Perspective shift,P
qwen35_4b,security,high,5,3965,Perspective_Shift,659,0.16620428751576294,conversational,0.41161773891317927,Perspective shift,P
qwen35_4b,security,high,6,3951,Perspective_Shift,603,0.15261958997722094,conversational,0.371076923076923,Perspective shift,P
qwen35_4b,security,high,7,3941,Perspective_Shift,572,0.14514082720121796,conversational,0.3790589794565938,Perspective shift,P
qwen35_4b,security,high,8,3954,Perspective_Shift,571,0.14441072331815882,conversational,0.41020114942528735,Perspective shift,P
qwen35_4b,security,high,9,4020,Perspective_Shift,504,0.1253731343283582,conversational,0.3778110944527736,Perspective shift,P
qwen35_4b,security,incomplete,0,80,verification,15,0.1875,cognitive,0.7142857142857143,Verification,V
qwen35_4b,security,incomplete,1,79,verification,8,0.10126582278481013,cognitive,0.7272727272727273,Verification,V
qwen35_4b,security,incomplete,2,79,verification,2,0.02531645569620253,cognitive,0.6666666666666666,Verification,V
qwen35_4b,security,incomplete,3,80,verification,13,0.1625,cognitive,1.0,Verification,V
qwen35_4b,security,incomplete,4,79,verification,4,0.05063291139240506,cognitive,0.6666666666666666,Verification,V
qwen35_4b,security,incomplete,5,79,backtracking,0,0.0,cognitive,0.0,Backtracking,B
qwen35_4b,security,incomplete,6,80,backtracking,1,0.0125,cognitive,1.0,Backtracking,B
qwen35_4b,security,incomplete,7,79,verification,3,0.0379746835443038,cognitive,0.75,Verification,V
qwen35_4b,security,incomplete,8,79,backtracking,2,0.02531645569620253,cognitive,0.5,Backtracking,B
qwen35_4b,security,incomplete,9,80,verification,12,0.15,cognitive,0.8571428571428572,Verification,V
qwen35_4b,security,incomplete,0,80,Perspective_Shift,23,0.2875,conversational,0.638888888888889,Perspective shift,P
qwen35_4b,security,incomplete,1,79,Perspective_Shift,22,0.27848101265822783,conversational,0.611111111111111,Perspective shift,P
qwen35_4b,security,incomplete,2,79,Perspective_Shift,25,0.31645569620253167,conversational,0.5555555555555556,Perspective shift,P
qwen35_4b,security,incomplete,3,80,Perspective_Shift,20,0.25,conversational,0.46511627906976744,Perspective shift,P
qwen35_4b,security,incomplete,4,79,Perspective_Shift,19,0.24050632911392406,conversational,0.5588235294117647,Perspective shift,P
qwen35_4b,security,incomplete,5,79,Perspective_Shift,17,0.21518987341772153,conversational,0.5483870967741936,Perspective shift,P
qwen35_4b,security,incomplete,6,80,Perspective_Shift,13,0.1625,conversational,0.37142857142857144,Perspective shift,P
qwen35_4b,security,incomplete,7,79,Question_and_Answering,15,0.189873417721519,conversational,0.4545454545454546,Question–answer,Q
qwen35_4b,security,incomplete,8,79,Perspective_Shift,9,0.11392405063291139,conversational,0.391304347826087,Perspective shift,P
qwen35_4b,security,incomplete,9,80,Perspective_Shift,16,0.2,conversational,0.48484848484848486,Perspective shift,P
qwen35_4b,security,low,0,1788,subgoal,164,0.09172259507829977,cognitive,0.47126436781609193,Subgoal setting,S
qwen35_4b,security,low,1,1765,verification,135,0.0764872521246459,cognitive,0.4981549815498155,Verification,V
qwen35_4b,security,low,2,1772,verification,191,0.10778781038374718,cognitive,0.6121794871794871,Verification,V
qwen35_4b,security,low,3,1761,verification,159,0.09028960817717206,cognitive,0.6411290322580645,Verification,V
qwen35_4b,security,low,4,1763,verification,203,0.11514463981849121,cognitive,0.7048611111111112,Verification,V
qwen35_4b,security,low,5,1775,verification,194,0.10929577464788733,cognitive,0.7519379844961241,Verification,V
qwen35_4b,security,low,6,1765,verification,199,0.11274787535410764,cognitive,0.7509433962264151,Verification,V
